NAME,STATE,YEAR,POP,AGE,SEX,state,median_hh_income
Alabama,01,2023,65238,2900,0,01,62212.0
Alabama,01,2022,67673,3000,0,01,59674.0
Alabama,01,2020,68579,3000,0,01,
Alabama,01,2020,69172,3000,0,01,
Alabama,01,2021,69263,3000,0,01,53913.0
Alabama,01,2023,66208,3000,0,01,62212.0
Alabama,01,2020,322271,3034,0,01,
Alabama,01,2020,323959,3034,0,01,
Alabama,01,2021,331641,3034,0,01,53913.0
Alabama,01,2022,337632,3034,0,01,59674.0
Alabama,01,2023,341055,3034,0,01,62212.0
Alabama,01,2020,65658,3100,0,01,
Alabama,01,2020,66185,3100,0,01,
Alabama,01,2021,69456,3100,0,01,53913.0
Alabama,01,2022,69486,3100,0,01,59674.0
Alabama,01,2023,68027,3100,0,01,62212.0
Alabama,01,2020,63244,3200,0,01,
Alabama,01,2020,63693,3200,0,01,
Alabama,01,2021,66299,3200,0,01,53913.0
Alabama,01,2022,69582,3200,0,01,59674.0
Alabama,01,2023,69865,3200,0,01,62212.0
Alabama,01,2020,62437,3300,0,01,
Alabama,01,2020,62588,3300,0,01,
Alabama,01,2021,63955,3300,0,01,53913.0
Alabama,01,2022,66725,3300,0,01,59674.0
Alabama,01,2023,69943,3300,0,01,62212.0
Alabama,01,2020,62353,3400,0,01,
Alabama,01,2020,62321,3400,0,01,
Alabama,01,2021,62668,3400,0,01,53913.0
Alabama,01,2022,64166,3400,0,01,59674.0
Alabama,01,2023,67012,3400,0,01,62212.0
Alabama,01,2020,62269,3500,0,01,
Alabama,01,2020,62582,3500,0,01,
Alabama,01,2021,62450,3500,0,01,53913.0
Alabama,01,2022,62827,3500,0,01,59674.0
Alabama,01,2023,64362,3500,0,01,62212.0
Alabama,01,2020,313565,3539,0,01,
Alabama,01,2020,313010,3539,0,01,
Alabama,01,2021,312436,3539,0,01,53913.0
Alabama,01,2022,312859,3539,0,01,59674.0
Alabama,01,2023,315596,3539,0,01,62212.0
Alabama,01,2020,61867,3600,0,01,
Alabama,01,2020,61494,3600,0,01,
Alabama,01,2021,62723,3600,0,01,53913.0
Alabama,01,2022,62742,3600,0,01,59674.0
Alabama,01,2023,63238,3600,0,01,62212.0
Alabama,01,2020,62816,3700,0,01,
Alabama,01,2020,62591,3700,0,01,
Alabama,01,2021,61396,3700,0,01,53913.0
Alabama,01,2022,62849,3700,0,01,59674.0
Alabama,01,2023,62988,3700,0,01,62212.0
Alabama,01,2020,63067,3800,0,01,
Alabama,01,2020,63242,3800,0,01,
Alabama,01,2021,62727,3800,0,01,53913.0
Alabama,01,2022,61729,3800,0,01,59674.0
Alabama,01,2023,63208,3800,0,01,62212.0
Alabama,01,2020,63546,3900,0,01,
Alabama,01,2020,63101,3900,0,01,
Alabama,01,2021,63140,3900,0,01,53913.0
Alabama,01,2022,62712,3900,0,01,59674.0
Alabama,01,2023,61800,3900,0,01,62212.0
Alabama,01,2020,62700,4000,0,01,
Alabama,01,2020,63281,4000,0,01,
Alabama,01,2021,63141,4000,0,01,53913.0
Alabama,01,2022,63262,4000,0,01,59674.0
Alabama,01,2023,62851,4000,0,01,62212.0
Alabama,01,2020,301796,4044,0,01,
Alabama,01,2020,302837,4044,0,01,
Alabama,01,2021,308323,4044,0,01,53913.0
Alabama,01,2022,312217,4044,0,01,59674.0
Alabama,01,2023,315601,4044,0,01,62212.0
Alabama,01,2020,60839,4100,0,01,
Alabama,01,2020,61238,4100,0,01,
Alabama,01,2021,63520,4100,0,01,53913.0
Alabama,01,2022,63465,4100,0,01,59674.0
Alabama,01,2023,63756,4100,0,01,62212.0
Alabama,01,2020,60794,4200,0,01,
Alabama,01,2020,60367,4200,0,01,
Alabama,01,2021,61052,4200,0,01,53913.0
Alabama,01,2022,63633,4200,0,01,59674.0
Alabama,01,2023,63508,4200,0,01,62212.0
Alabama,01,2020,59437,4300,0,01,
Alabama,01,2020,60180,4300,0,01,
Alabama,01,2021,60408,4300,0,01,53913.0
Alabama,01,2022,61291,4300,0,01,59674.0
Alabama,01,2023,64058,4300,0,01,62212.0
Alabama,01,2020,58026,4400,0,01,
Alabama,01,2020,57771,4400,0,01,
Alabama,01,2021,60202,4400,0,01,53913.0
Alabama,01,2022,60566,4400,0,01,59674.0
Alabama,01,2023,61428,4400,0,01,62212.0
Alabama,01,2020,59077,4500,0,01,
Alabama,01,2020,59069,4500,0,01,
Alabama,01,2021,57714,4500,0,01,53913.0
Alabama,01,2022,60107,4500,0,01,59674.0
Alabama,01,2023,60548,4500,0,01,62212.0
Alabama,01,2020,313472,4549,0,01,
Alabama,01,2020,311017,4549,0,01,
Alabama,01,2021,300655,4549,0,01,53913.0
Alabama,01,2022,297091,4549,0,01,59674.0
Alabama,01,2023,297326,4549,0,01,62212.0
Alabama,01,2020,1302146,4564,0,01,
Alabama,01,2020,1299278,4564,0,01,
Alabama,01,2021,1287953,4564,0,01,53913.0
Alabama,01,2022,1279423,4564,0,01,59674.0
Alabama,01,2023,1273029,4564,0,01,62212.0
Alabama,01,2020,59203,4600,0,01,
Alabama,01,2020,58935,4600,0,01,
Alabama,01,2021,59046,4600,0,01,53913.0
Alabama,01,2022,57886,4600,0,01,59674.0
Alabama,01,2023,60209,4600,0,01,62212.0
Alabama,01,2020,61523,4700,0,01,
Alabama,01,2020,60827,4700,0,01,
Alabama,01,2021,59068,4700,0,01,53913.0
Alabama,01,2022,59196,4700,0,01,59674.0
Alabama,01,2023,58168,4700,0,01,62212.0
Alabama,01,2020,65060,4800,0,01,
Alabama,01,2020,64170,4800,0,01,
Alabama,01,2021,60718,4800,0,01,53913.0
Alabama,01,2022,59108,4800,0,01,59674.0
Alabama,01,2023,59160,4800,0,01,62212.0
Alabama,01,2020,68609,4900,0,01,
Alabama,01,2020,68016,4900,0,01,
Alabama,01,2021,64109,4900,0,01,53913.0
Alabama,01,2022,60794,4900,0,01,59674.0
Alabama,01,2023,59241,4900,0,01,62212.0
Alabama,01,2020,64681,5000,0,01,
Alabama,01,2020,65620,5000,0,01,
Alabama,01,2021,67789,5000,0,01,53913.0
Alabama,01,2022,63915,5000,0,01,59674.0
Alabama,01,2023,60692,5000,0,01,62212.0
Alabama,01,2020,314811,5054,0,01,
Alabama,01,2020,315093,5054,0,01,
Alabama,01,2021,319374,5054,0,01,53913.0
Alabama,01,2022,321871,5054,0,01,59674.0
Alabama,01,2023,321637,5054,0,01,62212.0
Alabama,01,2020,62477,5100,0,01,
Alabama,01,2020,62677,5100,0,01,
Alabama,01,2021,65755,5100,0,01,53913.0
Alabama,01,2022,68023,5100,0,01,59674.0
Alabama,01,2023,64276,5100,0,01,62212.0
Alabama,01,2020,61293,5200,0,01,
Alabama,01,2020,61464,5200,0,01,
Alabama,01,2021,62742,5200,0,01,53913.0
Alabama,01,2022,65923,5200,0,01,59674.0
Alabama,01,2023,68132,5200,0,01,62212.0
Alabama,01,2020,62302,5300,0,01,
Alabama,01,2020,61912,5300,0,01,
Alabama,01,2021,61233,5300,0,01,53913.0
Alabama,01,2022,62666,5300,0,01,59674.0
Alabama,01,2023,65820,5300,0,01,62212.0
Alabama,01,2020,64058,5400,0,01,
Alabama,01,2020,63420,5400,0,01,
Alabama,01,2021,61855,5400,0,01,53913.0
Alabama,01,2022,61344,5400,0,01,59674.0
Alabama,01,2023,62717,5400,0,01,62212.0
Alabama,01,2020,67607,5500,0,01,
Alabama,01,2020,66677,5500,0,01,
Alabama,01,2021,63199,5500,0,01,53913.0
Alabama,01,2022,61685,5500,0,01,59674.0
Alabama,01,2023,61348,5500,0,01,62212.0
Alabama,01,2020,343273,5559,0,01,
Alabama,01,2020,342252,5559,0,01,
Alabama,01,2021,334847,5559,0,01,53913.0
Alabama,01,2022,326652,5559,0,01,59674.0
Alabama,01,2023,319677,5559,0,01,62212.0
Alabama,01,2020,68641,5600,0,01,
Alabama,01,2020,68554,5600,0,01,
Alabama,01,2021,66539,5600,0,01,53913.0
Alabama,01,2022,63172,5600,0,01,59674.0
Alabama,01,2023,61567,5600,0,01,62212.0
Alabama,01,2020,68580,5700,0,01,
Alabama,01,2020,68587,5700,0,01,
Alabama,01,2021,68137,5700,0,01,53913.0
Alabama,01,2022,66205,5700,0,01,59674.0
Alabama,01,2023,63053,5700,0,01,62212.0
Alabama,01,2020,69630,5800,0,01,
Alabama,01,2020,69240,5800,0,01,
Alabama,01,2021,68107,5800,0,01,53913.0
Alabama,01,2022,67804,5800,0,01,59674.0
Alabama,01,2023,66021,5800,0,01,62212.0
Alabama,01,2020,68815,5900,0,01,
Alabama,01,2020,69194,5900,0,01,
Alabama,01,2021,68865,5900,0,01,53913.0
Alabama,01,2022,67786,5900,0,01,59674.0
Alabama,01,2023,67688,5900,0,01,62212.0
Alabama,01,2020,1260299,5999,0,01,
Alabama,01,2020,1266135,5999,0,01,
Alabama,01,2021,1284997,5999,0,01,53913.0
Alabama,01,2020,67962,6000,0,01,
Alabama,01,2022,1307483,5999,0,01,59674.0
Alabama,01,2023,1334389,5999,0,01,62212.0
Alabama,01,2020,68016,6000,0,01,
Alabama,01,2021,68630,6000,0,01,53913.0
Alabama,01,2022,68379,6000,0,01,59674.0
Alabama,01,2023,67368,6000,0,01,62212.0
Alabama,01,2020,330590,6064,0,01,
Alabama,01,2020,330916,6064,0,01,
Alabama,01,2021,333077,6064,0,01,53913.0
Alabama,01,2022,333809,6064,0,01,59674.0
Alabama,01,2023,334389,6064,0,01,62212.0
Alabama,01,2020,66807,6100,0,01,
Alabama,01,2020,66841,6100,0,01,
Alabama,01,2021,67338,6100,0,01,53913.0
Alabama,01,2022,68188,6100,0,01,59674.0
Alabama,01,2023,68042,6100,0,01,62212.0
Alabama,01,2020,66855,6200,0,01,
Alabama,01,2020,66523,6200,0,01,
Alabama,01,2021,66237,6200,0,01,53913.0
Alabama,01,2022,66817,6200,0,01,59674.0
Alabama,01,2023,67832,6200,0,01,62212.0
Alabama,01,2020,65368,6300,0,01,
Alabama,01,2020,66101,6300,0,01,
Alabama,01,2021,65654,6300,0,01,53913.0
Alabama,01,2022,65497,6300,0,01,59674.0
Alabama,01,2023,66322,6300,0,01,62212.0
Alabama,01,2020,63544,6400,0,01,
Alabama,01,2020,63489,6400,0,01,
Alabama,01,2021,65218,6400,0,01,53913.0
Alabama,01,2022,64928,6400,0,01,59674.0
Alabama,01,2023,64825,6400,0,01,62212.0
Alabama,01,2020,61474,6500,0,01,
Alabama,01,2020,61770,6500,0,01,
Alabama,01,2021,62538,6500,0,01,53913.0
Alabama,01,2022,64269,6500,0,01,59674.0
Alabama,01,2023,64174,6500,0,01,62212.0
Alabama,01,2020,284897,6569,0,01,
Alabama,01,2020,286808,6569,0,01,
Alabama,01,2021,292124,6569,0,01,53913.0
Alabama,01,2022,298602,6569,0,01,59674.0
Alabama,01,2023,304490,6569,0,01,62212.0
Alabama,01,2020,860894,6599,0,01,
Alabama,01,2020,866025,6599,0,01,
Alabama,01,2021,883055,6599,0,01,53913.0
Alabama,01,2022,905888,6599,0,01,59674.0
Alabama,01,2023,932312,6599,0,01,62212.0
Alabama,01,2020,59412,6600,0,01,
Alabama,01,2020,59897,6600,0,01,
Alabama,01,2021,60828,6600,0,01,53913.0
Alabama,01,2022,61787,6600,0,01,59674.0
Alabama,01,2023,63606,6600,0,01,62212.0
Alabama,01,2022,59973,6700,0,01,59674.0
Alabama,01,2020,57084,6700,0,01,
Alabama,01,2020,57349,6700,0,01,
Alabama,01,2021,58785,6700,0,01,53913.0
Alabama,01,2023,61003,6700,0,01,62212.0
Alabama,01,2020,55400,6800,0,01,
Alabama,01,2020,55153,6800,0,01,
Alabama,01,2021,56087,6800,0,01,53913.0
Alabama,01,2022,57626,6800,0,01,59674.0
Alabama,01,2023,59017,6800,0,01,62212.0
Alabama,01,2020,51527,6900,0,01,
Alabama,01,2020,52639,6900,0,01,
Alabama,01,2021,53886,6900,0,01,53913.0
Alabama,01,2022,54947,6900,0,01,59674.0
Alabama,01,2023,56690,6900,0,01,62212.0
Alabama,01,2020,50723,7000,0,01,
Alabama,01,2020,50579,7000,0,01,
Alabama,01,2021,51338,7000,0,01,53913.0
Alabama,01,2022,52692,7000,0,01,59674.0
Alabama,01,2023,54066,7000,0,01,62212.0
Alabama,01,2020,234403,7074,0,01,
Alabama,01,2023,246433,7074,0,01,62212.0
Alabama,01,2020,236358,7074,0,01,
Alabama,01,2021,245392,7074,0,01,53913.0
Alabama,01,2022,243004,7074,0,01,59674.0
Alabama,01,2020,49725,7100,0,01,
Alabama,01,2020,49735,7100,0,01,
Alabama,01,2021,49089,7100,0,01,53913.0
Alabama,01,2022,50144,7100,0,01,59674.0
Alabama,01,2023,51517,7100,0,01,62212.0
Alabama,01,2020,49821,7200,0,01,
Alabama,01,2020,48836,7200,0,01,
Alabama,01,2021,48278,7200,0,01,53913.0
Alabama,01,2022,47794,7200,0,01,59674.0
Alabama,01,2023,48971,7200,0,01,62212.0
Alabama,01,2020,49230,7300,0,01,
Alabama,01,2020,51318,7300,0,01,
Alabama,01,2021,47068,7300,0,01,53913.0
Alabama,01,2022,46737,7300,0,01,59674.0
Alabama,01,2023,46398,7300,0,01,62212.0
Alabama,01,2020,34904,7400,0,01,
Alabama,01,2020,35890,7400,0,01,
Alabama,01,2021,49619,7400,0,01,53913.0
Alabama,01,2022,45637,7400,0,01,59674.0
Alabama,01,2023,45481,7400,0,01,62212.0
Alabama,01,2020,34693,7500,0,01,
Alabama,01,2020,34586,7500,0,01,
Alabama,01,2021,34342,7500,0,01,53913.0
Alabama,01,2022,47752,7500,0,01,59674.0
Alabama,01,2023,44035,7500,0,01,62212.0
Alabama,01,2020,156274,7579,0,01,
Alabama,01,2020,156909,7579,0,01,
Alabama,01,2021,158877,7579,0,01,53913.0
Alabama,01,2022,173732,7579,0,01,59674.0
Alabama,01,2023,181505,7579,0,01,62212.0
Alabama,01,2020,34245,7600,0,01,
Alabama,01,2020,33758,7600,0,01,
Alabama,01,2021,33093,7600,0,01,53913.0
Alabama,01,2022,33005,7600,0,01,59674.0
Alabama,01,2023,46168,7600,0,01,62212.0
Alabama,01,2020,33563,7700,0,01,
Alabama,01,2020,34139,7700,0,01,
Alabama,01,2021,32130,7700,0,01,53913.0
Alabama,01,2022,31741,7700,0,01,59674.0
Alabama,01,2023,31784,7700,0,01,62212.0
Alabama,01,2020,28457,7800,0,01,
Alabama,01,2020,28841,7800,0,01,
Alabama,01,2021,32374,7800,0,01,53913.0
Alabama,01,2022,30688,7800,0,01,59674.0
Alabama,01,2023,30468,7800,0,01,62212.0
Alabama,01,2020,25316,7900,0,01,
Alabama,01,2020,25585,7900,0,01,
Alabama,01,2021,26938,7900,0,01,53913.0
Alabama,01,2022,30546,7900,0,01,59674.0
Alabama,01,2023,29050,7900,0,01,62212.0
Alabama,01,2020,23407,8000,0,01,
Alabama,01,2020,23538,8000,0,01,
Alabama,01,2021,23866,8000,0,01,53913.0
Alabama,01,2022,25298,8000,0,01,59674.0
Alabama,01,2023,28898,8000,0,01,62212.0
Alabama,01,2020,99219,8084,0,01,
Alabama,01,2020,99578,8084,0,01,
Alabama,01,2021,100502,8084,0,01,53913.0
Alabama,01,2022,103428,8084,0,01,59674.0
Alabama,01,2023,109465,8084,0,01,62212.0
Alabama,01,2020,22145,8100,0,01,
Alabama,01,2020,22007,8100,0,01,
Alabama,01,2021,21974,8100,0,01,53913.0
Alabama,01,2022,22440,8100,0,01,59674.0
Alabama,01,2023,23930,8100,0,01,62212.0
Alabama,01,2020,20116,8200,0,01,
Alabama,01,2020,20323,8200,0,01,
Alabama,01,2021,20172,8200,0,01,53913.0
Alabama,01,2022,20211,8200,0,01,59674.0
Alabama,01,2023,20815,8200,0,01,62212.0
Alabama,01,2020,17414,8300,0,01,
Alabama,01,2020,17617,8300,0,01,
Alabama,01,2021,18562,8300,0,01,53913.0
Alabama,01,2022,18504,8300,0,01,59674.0
Alabama,01,2023,18733,8300,0,01,62212.0
Alabama,01,2020,16137,8400,0,01,
Alabama,01,2020,16093,8400,0,01,
Alabama,01,2021,15928,8400,0,01,53913.0
Alabama,01,2022,16975,8400,0,01,59674.0
Alabama,01,2023,17089,8400,0,01,62212.0
Alabama,01,2020,86101,8599,0,01,
Alabama,01,2020,86372,8599,0,01,
Alabama,01,2021,86160,8599,0,01,53913.0
Alabama,01,2022,87122,8599,0,01,59674.0
Alabama,01,2023,90419,8599,0,01,62212.0
Alabama,01,2020,2443575,0000,1,01,
Alabama,01,2020,2446241,0000,1,01,
Alabama,01,2021,2452912,0000,1,01,53913.0
Alabama,01,2022,2463660,0000,1,01,59674.0
Alabama,01,2023,2479253,0000,1,01,62212.0
Alabama,01,2020,29307,0001,1,01,
Alabama,01,2020,29226,0001,1,01,
Alabama,01,2021,28809,0001,1,01,53913.0
Alabama,01,2022,29383,0001,1,01,59674.0
Alabama,01,2023,29459,0001,1,01,62212.0
Alabama,01,2020,29956,0100,1,01,
Alabama,01,2020,29793,0100,1,01,
Alabama,01,2021,29500,0100,1,01,53913.0
